review,PN
we booked this restaurant for 5 people four weeks ago we reconfirmed our reservation two days before as we were travelling 60 miles into london to meet friends for supper we arrived on time to be informed yes they had our reservation but they had no tables available we would have to wait standing for maybe twenty minutes and then he could squeeze five of us onto a table for four said he was sorry and they just overbooked tables this was said matter of factly it would appear to be their normal practice no free drink offered if we chose to wait we left and found a good restaurant nearby the front of house staff couldn t have cared less with such an indifferent cavalier attitude to customers you have to wonder what happens in their kitchen avoid at all costs ,0
we visited this restaurant before a show based on its good ratings and closeness to the apollo victoria we have eaten at a few korean restaurants over the years and this is by far the worst food was edible but average uninspiring and underwhelming felt as though minimum effort made for tourist trade service was friendly and helpful if not a little chaotic ,1
i should mention this is my first experience of korean food so i have nothing to compare it against we were keen for the kids to broaden their horizons and none of us were disappointed the food was very good and the service friendly and fast we also enjoyed the korean beer the decor is simple but attractive reasonably priced for central london great location right opposite apollo theatre they keep half the restaurant for walk in business we will certainly return ,1
ok so i m not the biggest fan of korean food but if you are this might be for you 2 mins walk from victoria station practically opposite and super fast service if you want to catch a train my tip is get there early before 7pm to be sure of a table ,1
first time in a korean restaurant excellent food very healthy service was quick highly recommended will definitively visit again when i m back in london ,1
i m staying in london for three months and have tried 4 5 korean korean japanese restaurants this is the only place we returned three times for dinner including tonight my wife and i are koreans we both agree this is by far the best korean food in terms of quality price and portion we found the place gets busy after 6pm so we started visiting right after 5pm just as soon as they re open for dinner two min walk from victoria station ,1
before the theatre we went here i have been here a couple of times first time when i went with my family and it was nice so i took a my friend and it was not nice as i experienced but i thought i will give another try it is near by the victoria station and we need something to eat before heading off to her majesty theatre we had kimchi pancake spicy chicken dolsot bibimbab chicken katu with udon noodle hot pot bulgogi the flavour was there but all of were over sweetened the korean foods are well balanced umami taste i think if they do work more of balancing the flavour then they will be buzzing with lot of people ,1
great korean food and wonderful service the menu is extensive so you are bound to find many things to choose from the wait staff was polite and attentive the restaurant was lively but not too noisy i had no problem find gluten free dishes four of us all enjoyed our experience at lime orange ,1
visited for an early evening dinner and found the food to be average overall my starter beef bulgogi was delicious and had a lot of flavour the kimchi pancakes were ok but tasted very little of kimchi the bibimbap was average fresh ingredients but very little taste it needed a lot more seasoning would i return no ,0
new discovery and finally able to try a proper bibimbap and it did not disappoint not a glamorous restaurant which is fine because the food is delicious and staff really helpful and organised can t wait to return ,1
my husband and i had eaten here in october on our first vacation in london we had pork belly and beef bulgogi the food was very tasty and the staff amazing the guy who served us the food helped us whith the barbecue and even explained to us how to use the chopstix kam sa ham ni da ,1
we were looking for somewhere for pre theatre lunch and called into lime orange excellent find great food excellent service reasonably priced i thoroughly recommend it and here s a tip for you order one bowl of bibimbap for two people and get some side dishes to go with it the bib has seven vegetables plus rice plus meat of tofu of your choice and is very filling ,1
we pre booked our table for a pre theatre supper with friends we had missed out the previous week when we popped in on the off chance although the restaurant was empty when we arrived at 5 30 it filled rapidly and was full by 6 30pm when we left we had not had korean before so it is difficult to say how authentic the cuisine was but it was served promptly hot and it was very very tasty we even had some tuition about how to combine the various parts of a meal into a traditional mouthful from a waitress well worth the visit,1
had the chicken katsu udon for mains and i completely reccommend the restaurant is very close to where wicked is shown and it was a very satisfactory dinner ,1
recommended to me by two colleagues one visiting from japan who goes regularly with korean friends great food we had a good mixture between us friendly quick service thoroughly recommend ,1
i m a big fan of korean food and this place has large portions extremely tasty food and all delivered super speedily with great customer service and surprisingly decent prices i went at opening time and was surprised to see how it was packed out so fast but now it is very understandable definitely would recommend ,1
great food great service korean beer sadly isn t too special but the food was what i was there for primarily ,1
food was great high quality as i expect of good korean only reason for 4 star rather than 5 is presentation korean tradition is to serve small complimentary dishes with meals and those were absent extra charge which is not korean tradition ,1
a small korean restaurant close to victoria station we had a time schedule to hold and asked for food that could be served quite quickly we ate bibimbap and were happy with both taste service and the time a place to recommend ,1
this restaurant doesn t seem to understand the seriousness of food allergies i have a very serious potentially life threatening nut allergy so when we arrived i specifically told the waiter that i had a nut allergy when we ordered our mains and asked him to go and check that the food didn t have nuts in after we d eaten our main meal which was delicious best bibimbap in london i asked a waitress for the dessert menu she said there was just green tea icecream for dessert so we ordered some when it came i tried some and i thought it had nuts in which the staff confirmed although they hadn t felt it necessary to mention when i ordered i thought this was really poor particularly as i d explicitly let them know about my allergy fortunately i only ate a tiny quantity of the ice cream so i didn t have a serious anaphylactic allergic reaction just stomach cramps and some difficulty breathing but someone with a more serious allergy than mine could easily have died from that so lime orange needs to do a lot better to support its customers with allergies i really wouldn t recommend eating here if you have serious food allergies ,0
thank goodness we booked place full to the gunnels ordered cucumber and pear kimchi belly pork bologi and beef stew and calamari kimchi was delish pork dish very bland needed something the beef stew was tender rich and really enjoyed it the calamari was battered with sweet chilli sauce batter so thick and chewy couldn t taste the main star i would go again and try some other items as love korean food ,1
turned up at 12 when the place is still empty ie just opening by half past it was full including a pleasing proportion of people who looked as though they might have some korean heritage deep fried prawns were superb and vast for only 8 50 and the bibimbap chicken for me beef for her was so good that we ate till our stomachs groaned normally i d only be in victoria to go somewhere else this place might just drag me back ,1
went here after we tried to check in early at the goring a bustling place a hot spot for locals and the food did not disappoint the calamari was awesome and the short rib soup as well very good prices for this area in london ,1
love to try out local ethnic cuisine good korean speaking of locals there were quite a few locals there if you go after 6 plan on a wait service not bad for a korean restaurant though i realize i m making generalizations slightly different concept you pay extra for the ban chan side dishes and even white rice minimal cost though very limited ban chan too but a nice change if you ve been eating a lot of british food ,0
i took my team for an early evening meal and arrived at 6pm for the restaurant to be full so was pleased that i had booked the staff helped everyone choose suitable dishes and the bbq in the table was a good bit of entertainment the overall bill was very reasonable for central london and by the time we were leaving there was a queue waiting to come in given 4 stars as the wc is tiny and needs a bit of tidying up ,1
visited today before seeing wicked at 2 30pm i read the reviews beforehand and kinda knew it was going to be busy we arrived around 1pm and it was packed but to be fair we only had to sit and wait for around 10 minutes we was not disappointed the guys were busy yet welcoming and friendly we went for the 18 50 set menu the vegetable dumplings to start with were little parcels or tastiness our main was chicken bulgogi served with rice and side of lettuce leafs the guy explained we had to use the lettuce leaf like a wrap and add the chicken etc this was a great experience the tastes were gorgeous we had a couple of extras fried chicken wings and katsu chicken both equally as tasty we would not hesitate to recommend and revisit lime orange thoroughly enjoyed it here ,1
used to be a fantastic place for korean food but except for the bibimbop has really gone down the japchae glass noodle salad as well as some of the other staples no longer stand out but still a good place for the various bibimbops ,1
this resto is small we had no reservation which is not a problem could seat immediately we had the bibimbap and bulgogi both were very nice the chopsticks are not the typical korean s but more chinese so easier for non experts to handle staff is friendly food comes swift come in early because there is a queue building up waiting patiently for food ,1
we stopped here for a dinner and had a plain bapbimbot and a hot bapbimbot both were very good i added and order of kimchi which was just tight actually put most in my dinner service was good and prices were right ,1
very good korean food at a fair price often busy in the evenings a good atmosphere and smiling service recommend the bibimbap and bulgogi both delicious and fresh ,1
checked the opening hours before going and on the website it said 10 30pm arrived at 9 55 on a tuesday and they only offered to serve me for take away i had been wanting to come to this place for a while but surely won t be coming back due to the appalling service if the closing hour is really 10 00pm they need to update their website either that or the waiters were in a rush and wanted to go home early ,0
we didn t had a reservation but this was no problem fast waiters good staters but the bibimbap was really really good the price unbeaten for this part of london unfortunatly we didn t had enough space left for a desert but i m sure they would be good aswell ,1
we were a couple that stopped by after reading some good reviews on tripadvisor and were given a table in the otherwise full restaurant straight away around 19 00 on a weekday we both had the bibimbap after asking for recommendations from the waiter which he carefully explained along with some other items on the menu that we had never heard of once the food arrived we were instructed what it was and how you are supposed to eat it overall the food was both tasty and inexpensive and the service was very good we ll definitely make a visit during our next stay in london ,1
small family run restsurant with great korean food friendly service fair price a taste of korea locatrd near victoria station definitely would go back ,1
saw lime orange on ti with great reviews once again i must agree with my fellow ti reviewers having lived in korea of and on for 12 years this is a good korean restaurant they would do well in korea they do not serve all the side dishes like you would find in the kunsan region but that aside it is good korean food we had the bi bin with beef and one with seafood the place is smallish by england standards maybe seating 50 to 60 people we walked in and there were two tables open for two people each from 1900 to 2000 thursday we saw they had to turn away a dozen people very popular ,1
had dinner with some friends on a saturday evening didn t have to wait for a table at 19 00 we ordered a few dishes and the food was perfectly fine i just didn t feel any of the food was really great given the other reviews i ordered the kimchi jjigae but found it to be a little too watery more like a soup than a stew staff were attentive and overall it was a fair experience i would also say the place is quite small and the seating on the wall was a little uncomfortable two starters a side dish and three mains with drinks for three people came to around 60,0
it s within walking distance from victoria coach station so we tried it see menu the staff was very friendly and food tasted great recommend pork bulgogi downside you have to buy rice separately water is free but no refills service was quick menu made it clear prices include tax and tip overall good dining experience ,1
my wife and i had tickets to see wicked as part of our first wedding anniversary and wanted somewhere local to the theatre to enjoy a pre show dinner i took a chance on google to suggest venues and lime orange came up as one of the top recommendations so off we went it was exactly the right choice the service was quick and very efficient despite it being very busy almost full the food was absolutely superb i chose the spicy chilli prawns for a starter my wife the tofu salad the prawns were huge and incredibly well done the sauce perfect my wife s salad was exactly the same simple but excellent for mains i had the katsu chicken curry my wife the tofu bibimbap again both were simply perfect however beyond the food there was one thing that makes us give this restaurant the 5 it deserves we arrived with enough time to eat before curtain up however each set of diners who arrived after us were asked if they were going to the theatre as time closed on curtain up each new customer was advised of how long each sitting might take and that they may not make curtain up this restaurant was willing to lose covers to allow them to get to the show on time that s a very unselfish and utterly professional decision that favours the customer my wife and i will go back for the food alone and will definitely recommend it to anyone wanting sensibly priced beautifully cooked food excellent service and an eye for customer service second to none go visit ,1
me and my friend came for dinner on a weekday we arrived at 7pm and all the tables were full luckily we had a 15 minute wait the food was delicious and the staff were very attentive i would definitely recommend anyone to go here for a meal the price of the food is relatively cheap as well i m definitely going to make a return visit ,1
wow such a great meal there was a bit of a line for a thursday i waited for about 20 minutes but the food totally made up for it i had the chicken katsu udon which is a delicious fried chicken with a sweet sauce and some very tasty noodles with vegetables and the soy chicken which was great as well all waiters are very nice although very busy as the place is packed i highly recommend this place just be patient if there s a line try to come around 8 30 or 9 as the place is less busy and enjoy the food ,1
we visited for dinner and felt welcome and staff were so friendly we were served food very quickly within 10 minutes or so after ordering dishes we ordered bibimbap beef bbq rice kimchee but beef was thick and dried seems not marinated enough and so it was different from what i expected when we got a bill we found that they added service fee and i was surprised as casual restaurant like this normally do not add it was disappointing that food quality staff service restaurant concept seem not matching even though staff service was wonderful ,1
don t expect swanky tables and crystal glasses but do expect excellent korean food with a realty good menu choice we only stopped for a quick lunch the place was really busy but the service was good and the food arrived quickly i would love to visit again for dinner so i can try some other dishes would definitely recommend and it is good value for money ,1
a few veggie and vegan options but great value and a really cool atmosphere quite a small place but still really good,1
i ve never felt so unwelcome at any restaurant in my life in 5 minutes it became apparent the money grabbing philosophy in which they work so i didn t even get to sit down first of when i arrived a party of 4 arrived behind me the waiter didn t even look at me and got them a table first i attempted to speak out but neither waiter or customers were bothered but the worse part came next when i finally got some attention i asked for a table for 1 the waiter said at the moment they only had the counter which is just next to the door as this was the windiest and rainiest day of the last month i said i d prefer not to i wanted a small table this was flat out refused when i asked why i couldn t get a table the waiter said if a party of 2 comes then they always have priority mind you no one was waiting behind me at this point and i still got told i could only get my table an hour later when for them it was unlikely to be able to fill it up with 2 people such short sighted vision to customer service can only be from team orders and not a one time experience this made me leave straight away with the promise of never returning i m in restaurants all the time because of work and this is the first time anything remotely similar happened to me bad service might not translate directly to bad food in the short run but it will eventually catch up and they will lose their customers unacceptable ,0
we went here for lunch while in london we are fans of asian cuisine it was close to our hotel appeared well recommended we had terrific lunch calamari for appetizer seafood stew for main course with sticky rice total cost 30 quick service nice folks there,1
there are delicious dishes with good prices my daughter i had the bibimbob beef stew that were good its next to the victoria station behind the wicked theater ,1
we all got excited about some good korean barbecue and the menu looks great but our experience wasn t that great first the place is very crowded which by itself is not bad may indicate good food but after waiting a while the get seated we found out that the korean bear was not cold and there were couple of other options that we didn t look or the appetizers were really small and the kimchi was not very pickled but rather mushy and not to much flavor also the barbecue was not crisp and not very well marinated and to top everything we almost got embarrassed at the end when we were told that their card reader wasn t working and that we should go across the street to get some cash ,0
we almost walked straight past lime orange and honestly from the outside it doesn t do much to entice you in however we had heard good things about the place and decided to give it a go and we are so glad we did it is a small restaurant but cosy if a little bit on the warm side the menu offers a good amount of choice but is not at all daunting we started off sharing some soy chicken which were good but a fairly big portion for just one person and the japchae delicious and vegetable mandu brilliant the pork bulgogi was incredibly good possibly the best i have had it was all presented well you mix up the meat and rice with the sauce and stuff it into the lettuce leaves which makes for a filling tasty meal the service was slightly on the slow side but the food was all so good and the waiter was helpful so we didn t really mind a bit of a wait this will definitely become one of our regular haunts and we look forward to coming back again ,1
this restaurant is small in terms of the space internally but the food was very nicely seasoned and the price was friendly in the pocket we love the kim chi chigee the preserved cabbage soup as it came with rice the chapchae was ok and the bugolgi both beef and the chicken i personally enjoyed the beef better the only thing is that it looks like there were only one or two waitress waiter there to serve so when it is busy over lunchtime you do have to have a little patient ,1
love lime orange there are good choice of korean food which taste very very good and reminds me my trip to soul plus food dishes are at reasonable prices and portions are in good size recommend to try bibimbap book a table for a dinner while i didn t get a place without booking or need to wait ,1
delicious had beef bibimbap and kimchi soup it was flavorful the place is really closed to victoria train station ,1
lime orange always come here with my colleagues after our long day at work excellent service from staff food is very tasty yummy price is cheaper than other korean restaurant in london their bbq bibimbap plum tea is a must try,1
i discovered this place last year as part of my family s increasing love for korean cooking i have been here some five times over the last several months each time i ready myself for a disappointment saying to myself that it can t always be this good but it is this time my wife and i each had a bulgagi pork and spicy chicken both were exceptional spicy flavourful and a joy in every mouthful will definitely return soon ,1
had a pre theatre dinner here with my wife mother and the food was outstanding first taste of korean food and i ve left wanting more i ll definitely be a return customer to start we had spicy calamari spicy prawns and vegetable dumplings mains were chicken bibimbap chicken katsu udon and beef bulgogi with green tea black sesame ice cream to finish all dishes packed full of flavour and customers with large smiles upon their faces a great meal for a respectable price a must if you re visiting victoria or the theatre ,1
i arranged to meet some friends while i was visiting london they had to come in on the train so i was simply was trawling tripadvisor searching for a nice restaurant near victoria where we could meet up and lime orange popped up the reviews were great and everyone was happy to give it a go and how glad we were that we did the food is delicious and plentiful the staff are friendly and can give you really good advice about the menu i can t recommend the bibimbap enough and the bill was also a pleasant surprise because we d ordered a lot go there you won t be disappointed ,1
really good food at reasonable prices efficient and friendly service and decent sized portions would definitely go there again,1
stumbled upon this place near victoria station friendly staff delicious food cute restaurant bibimbap was perfectly crispy vegetarian friendly,1
i do not have a bad word to say about this it reminds me of being in asia and the experience and food is quite like it i don t have a bad word to say about this place and i would eat here everyday it would be good if they did a few cheap options i suppose but i still go here often ,1
they serve really good food for reasonable prices but this place is really small the staff are really nice though even if they are busy they will not hesitate to offer you their service ,1
the food was very good and environment cosy and casual full of koreans and japanese so that that says it all cost 30 per head with 2 starter 2 main dishes and bottle of wine,1
good korean food with reasonable pricing can be quite crowded during eating times so be there slightly early fast serving be sure to try it before watch wicked opposite at victoria,1
what can i say great delicious food great service comfortable relaxed atmosphere reasonably priced only downside i can see is that this restaurant only takes cash,1
lovely food small resto but very efficient and the food is gorgeous simple but amazing taste vegan option although most are meat based ,1
the food was delicious and quick service was very good it was crowded so a bit warm in the restaurant so we were in and out quick but everyone enjoyed their meal very tasty ,1
went to this based on tripadvisor reviews and it did not disappoint had the chicken bulgogi and chicken bimibap service was friendly and helpful with recommendations convenient to victoria station tube station ,1
we arrived few minutes after 22 they didn t allowed us in because kitchen closed at 22 we begged to enter because e were arriving from a six hour flight delay and we said anything to eat even cold dishes would be fine no way too late to be kind ,0
great to find this place amidst all of the identikit chains in this area its easy to miss and almost looks as if its closed from outside once you get in however its coolly decorated with really good reasonably priced food and friendly service excellent bibimbap definitely recommended ,1
great little korean restaurant offering absolutely authentic dishes at very affordable rates good service ,1
even from outside the place look very small not so much attracting the food is really tasty the best korean food i ever had bibimbap bulgogi kimchi were delicious staff very friendly i definitely suggest it if you want to taste real korean food ,1
i stopped in here with a friend for a post work catch up by total chance and it was the best surprise ever food was incredibly fresh and delicious and staff super friendly all reasonably priced too for so central will definitely be back ,1
from the outside it is unassuming and looks rather small inside i had one of the best korean foods i have had in a long time and it didn t cost an arm and a leg alot of people here are making complaints or whining about the price portion giving them unfair comparisons to some place they tried on the other side of the world for london it stands out as great value for money and generous portions with quality to match my particular favourite was dukbokgi and we had a bbq ed our meat at the table and the service helped out with this as well by making sure the meat was cooked properly i do recommend you book in advance it s small and cosy but also popular ,1
beautifully prepared food that is excellent value waiting staff are also extremely friendly keep up the good work ,1
met a friend here for lunch it was packed by 12 30 but we were lucky and got a spot food is reasonably priced we both adore korean food but both agreed it was average much better bbq in hawaii would return though and try more dishes ,1
food was good nice taste portion was a little small i wanted more to eat took a while before we got our bill its pretty much opposite wicked price was ok i had bibimbap which was was yummy small restaurant,1
met up with old friends and decided to visit here based on tripadvisor reviews it was very busy and we were sat right next to the front door despite having booked a table in advance personally it was bad positioning as it was bitterly cold and every time someone came and went the cold air rushed in and it was not pleasant service was good food was good but i just feel it is a very tiny restaurant and there are too many tables crammed in and it makes getting comfortable and enjoying your meal not a great experience i don t like the next table practically sitting in my lap when eating but of course this is a personal thing and other folk may not mind this for me it was a little bit like sardines in a tin but as i say food good as was service don t think i would go back for a 2nd visit unless restaurant was quieter ,0
went for a pre theatre bite to eat would recommend great service good food and pleasant environment had the korean bbq two adults and 2 kids 10 13 all enjoyed,1
a friend and i were looking for somewhere to eat near victoria and after reading all the reviews about how good the food was here decided to give it a go to be honest i found the flavours quite bland and despite ordering the spiciest meal on the menu then adding chilli sauce still didn t find it spicy the staff were quite slow there was a considerable break between finishing our meal and having the table cleared no one ever asked if we wanted another drink or dessert just didn t seem very attentive the food was ok and reasonably priced just didn t live up to the expectations i had after the reviews on here saying that the cucumber kimchee was nice so if you do give it a try i would recommend that ,1
a last minute find and what a find after reading the tripadvisor reviews saying it was very busy as soon as it opens i thought it must be good me and my sister arrived about 5 45 and it was already busy but we got a table straightaway this was my first korean meal and the food was amazing and very filling for starter we had bolgogi salad lovely tender strips of beef japchae a wonderful plate of glass noodles pa jeon mini egg pancakes filled with spring onions with vinegar dip for main beef bibimbap basically a big hot pot of rice meat and veg very very yummy and chicken bolgogi which came with rice and lettuce and a bowl of miso 50 with tea the food was wonderful and the service friendly fast and attentive definitely try this place,1
great food excellent and friendly service cannot find anything wrong with this place would highly recommend it ,1
i ve lived in korea and have a korean husband and am totally in love with this restaurant the food is authentic delicious and generously portioned the bibimbap tofu kimchi and yangnyeom chicken are must tries having eaten a lot of korean food not only do i love the authenticity of the menu but i also find it a great way to introduce korean food to people who haven t tried it before the menu is simple but concise with delicious options to cater for the less adventurous with regards to spice and ingredients whilst they build up their confidence i have converted many friends and family members to korean food at lime orange in addition to the food the service at this family run restaurant is second to none friendly warm and welcoming making it a great place to hang out ,1
ordered an uber take away chicken bibimbap and kimchi delicious but no forks o o just imagine you re hungry you just got a warm meal but you cannot touch it bit disappointing ,0
a fabulous meal in very friendly restaurant the choice on all courses was vast and cooked to perfection,1
we searched for a korean restaurant in london and this one appeared planned to go out for the 14th not specifically for valentine s but booked just in case and it was constantly busy it s opposite the apollo and easy to find from victoria sunny was very attentive and looked after everyone we chose set meal which was too much might have been better to order off menu as we had too much but enjoyed sunny was very accommodating and didn t stick to set menu and when we mentioned food was over salted he didn t quibble but came to say sorry and admitted it may have been too much and reduced bill which was very nice of him really enjoyed our experience and great start to an evening in london and we re ready for a night of laughs at a comedy club ,1
despite being way busier than last time i visited it didn t disappoint beautiful food all round even though dining alone i had to wait veg mandu kimchee and beef bibimbap all gorgeous highly recommended except please don t go when i want to get in ,1
really delicious korean food especially the pajeon it s a must order dish definitely 1 of the nicest pajeon that i ve tasted many diners around us were having jjamppong so i ordered it as well really nice and spicy soup base it warms the stomach and body during cold weather but i would prefer to have thinner noodles compared to the udon noodle they used nevertheless it s still a great bowl of noodle the sweet rice drink tasted great as well i ll definitely return for more if i travel to london again ,1
small busy and live korean restaurant i ve been 3 times and the food is always good the prices are very reasonable too give the place a try and you won t be disappointed,1
i have to say korean food has become one of my favourite cuisines the depth of flavour is to die for if you haven t tried korean food before you definitely should like very soon ,1
we went for lunch here before a trip to the theatre it is quite a small place but we were able to be seated right away the menu has the usual korean favourites and the sizzling bibimbap dishes in particular looked very good we had the bulgolgi beef and yukgae jang with dukbokgi as a starter which wasn t too spicy and it was all high quality our waiter was friendly and would helpfully explain to customers the usual way of eating particular dishes ,1
when we discovered this local family run korean place 2 years ago it immediately became a big hit with our office multiple trips per week to begin with and then settling at a consistent weekly or fortnightly visit ever since i would bring friends family here when visiting the city for the weekend and advocate people go out of their way even to seek it out their yangyeum chicken starter was to die for their bibimbaps tasy and their pork bulgogi especially good unfortunately my regular lunch pal and i have noticed a steady decline in portion size and food quality over the last 6 months or so alongside a slow rise in prices we have often remarked before while dining here how pleased we are that this brilliant little friendly restaurant had not succumbed to the trend only too often seen at local establishments that gain popularity that temptation to try to further increase profit margins by switching to cheaper cuts of meat changing suppliers and suffering a noticeable dip in quality and getting stingy with portions unfortunately this has now happened first our beloved yangyeum chicken previously so good that we had visited and ordered only two portions of this delicious starter each as our meals was switched from a generous pile of easy to eat boneless chicken thigh i d guess to chicken wings instead without any change to the menu i should add next the generous portion was downsized to just 5 wings tested on multiple occasions for consistency and finally the price was actually increased now many people very much enjoy chicken wings so what s wrong with that you might ask well for the tourists who might wander in once on their visit to see buckingham palace absolutely nothing but for those living or working locally we know better we know what came before and i ll tell you this for nothing bitesize pieces of dark meat are far easier to eat cleanly with chopsticks while on an office lunch break or having a business meeting than fiddly little battered wings smothered in a very sticky spicy sweet sauce we ve also observed a decrease in the bibimbap sizes smaller portions of accompaniments increased greasiness and lower quality of meats e g the belly pork and further subtle price increases across the menu i think we feel particularly strongly just because of how much love we had for this place initially and what a stark contrast there is the first time we went after they d made the thigh to wing switch the waiting staff actually apologized to us for the change when we ordered knowing full well we d be disappointed now they simply look at us apologetically when we arrive in the doorway sadly while we ve really been trying to keep coming our regular visits may now have come to an end the decline has crossed a threshold like many of the best things in life it seems it couldn t last forever tl dr if you re in town for the weekend fancy some korean and are in the area you could do far worse than lime orange if however you ve been before and loved it say a year ago or so don t come back you ll be sorely disappointed d,0
visited with friends and was blown away from the quality of the food and the explosion of flavours i wasn t expecting much when my friend took me there but was so glad he did the bibimbap i had included 7 vegetables and beef vegan options available my friend had the spicy pork ribs which were great too prices are on the cheap side considering its in victoria which is a huge plus would definitely recommend ,1
this is a lovely place for the most wonderful service the food is good clean and flavoursome which is remarkablein this day and age the food is really preety and tasty the staffsare very friendly ,1
we ate at lime orange to celebrate the end of a project we all thoroughly enjoyed the food i had dukbokgi followed by pork bibimbap my colleagues had calamari and beef bulgogi salad followed by beef bulgogi and pork bibimbap service was friendly and rapid and there was a real energy in the restaurant if we hadn t booked we wouldn t have got a table food was fresh and well spiced and portions were very generous it s a little while since i ve been here but i ll definitely be back ,1
first time here and i will definitely go back if i am in the area the food was really nice really tasty and not expensive at all considering it is london good quality and quick service it is a very small place that you may miss walking around but it is definitely worth it plenty of dishes for vegetarians too ,1
i went there with my friends and we had bug in our food the manager refused to compensate us only provided free food but we couldn t eat it anymore totally unacceptable ,1
had a really nice meal but the stand out was the service really attentive and friendly my meal didn t taste that different to a chinese except for the lettuce but it was good,1
i have limited experience with korean food so i was looking for somewhere i could experiment without breaking the bank lime orange was a great place to have a weekday lunch and try a couple of dishes it s a small popular restaurant with friendly staff who wil give you a steer if you need it a great place to eat if you live or work nearby but not a destination restaurant ,1
tried this restaurant as keen to sample korean food and was not disappointed yes the venue is small but the service was attentive and friendly and the food was delicious really enjoyed the food we ordered and the service was attentive and friendly would recommend booking a table ,1
a small un assuming café alongside victoria station but at 1215 completely full and buzzing we tried their two course set meal includes a glass of wine during cup of green tea and enjoyed the experience it was served very quickly really tasty and hot and slightly spicy just what we needed on a cold morning worth a visit ,1
just a minute walk from victoria station it was very convenience we did have lunch at there reached there at 1 15 pm but you should have to wait as i thought that it was very tiny food quality was good but price was bit more as well ,1
i just ordered through deliveroo a kimchee bibimbap extra crispy seaweed and a beer i was having a night in live very close to the restaurant and it arrived cold the rice was so luke warm it was pretty much cold for a restaurant that boasts of large portions the quantity of food was very small for the amount i paid the food was not remotely satisfying enough nor delicious and for the portion it was expensive the beer was not even cold enough sorry lime orange this is not good enough even delivery to a close destination must be to a high standard,0
little tiny restaurant with max 15 tables was waited around 40 mins however the food was quite nice all the ingredients are from korean supermarket love the beer here nice place to hang out with friend ,1
a little korean restaurant 3 mins walk from victoria station opposite wicked the theatre show tucked away next to russell hotel looks nothing special but the food was sooooo good soft drink starter main was 15 including tip they do a set menu for 18 50 including a glass of wine my friend had the katsu curry with udon noodles i had the tofu soup would go back tomorrow haven t ever had korean before but it was busy bustling you can book but only over the phone not on the day we walked in we had to pay cash as the machine wasn t working but all good a little secret gem of you are near victoria station,1
i d never had korean food before so i tried the katsu curry which i ve had at japanese restaurants really enjoyed so i had a basis for comparison it was very different but equally tasty coming with noodles instead of rice and a much tarter and thinner sauce the green tea ice cream was also very nice service a little slow although if you intend to make a whole evening of it then that s not really a problem small restaurant i d advise booking as it s clearly popular at the weekends i d go again ,0
we tried the bibimbap one beef and one pork and we enjoyed it very much i liked the aloe vera drink the ice cream was excellent as well good price quality ratio ,1
this was my first ever korean food experience so i cant really compare but i think the food was pretty good i especially liked the calamari in the sweet chilli sauce but all other dishes were nice too nice and cosy atmosphere and quick service if you have a chance to call in advance i would recommend to make a reservation as the place is really tinny and busy ,1
came across this little wonder while waiting for wicked didn t really expect much but wow awesome great food and atmosphere one family of 4 with full bellies resonabley priced for london great going guys,1
lovely cosy and lively atmosphere on a chilly winters saturday delicious food good portion sizes and affordable prices ticks all round had to wait quite a while for the food but understandable as they we busy and it was piping hot and well wroth the wait when it arrived i ll be back ,1
for the first time trying korean this restaurant gives you a good flavour the menu isn t vast but it s great for a quick flavoursome lunch or dinner i d recommend the traditional dish as the main simple and good food ,1
tiny restaurant with an extensive menu food was delicious though i would recommending reserving and the restaurant doesn t take cards cash only ,1
as a korean eating virgin this was a new one on me and chosen primarily as a lunch venue because of its proximity to victoria station the reason for lunch was a quarterly meeting with an ex client who has become a friend and we enjoyed the experience the service was excellent after we explained our inexperience but found it difficult to eat our pork belly in lettuce parcels with rice so reverted to normal eating practices the restaurant was busy and the clientele interesting although the tables were very close together making it feel like a cafe more than a restaurant that meant i marked it down from a four start to a three star experience this is an excellent place to eat decent food when travelling to and from victoria station especially because of the other execrable restaurants in the area but probably not worth travelling too far for ,1
great korean food super nice service i will definitely return to lime orange on my next trip to london,1
having never eaten korean food before we were novices but we were blown away by the food here the beef bibimbap and pork barbecue were both exceptional with loads of great flavour and freshness this is a small simple restaurant but is very friendly and serves a lovely pale korean lager we will look forward to returning ,1
we arrived at 7 30pm for a meal and were told that there would be a short wait as we had not made a booking we were seated after 10minutes and ordered pork and beef mains with the extra lettuce and rice the food was very good and a really good price for london would recommend to friends ,1
had a quick dinner there before watching a play and must say that their service is fast food was good and pricing was very reasonable by london standards ,1
called to make a booking but they dont take them on the day decided to arrive for dinner just before 6pm and snagged the last table service was great and friendly and the prawn and calamari starters where excellent ordered beef and pork mains with all the trimmings lettuce rice and spicy sauces so much amazing food couldnt help but finish it all even if we were about to pop ,1
we have ordered take away on saturday night with my favourite korean dishes i love udon noodles with catsu chicken and yam yam chicken yam yam chicken are chicken pieces cooked or fried in sweet chilli sauce and what i got was not yam yam chicken it was just chieckn wings in some sweet sticky sauce the same with udon noodles they were really oily and just avarage i got to kim chee they do the best korean food i was hoping that maybe i find resturant closer to me but unfortunately was left disappointed i will not order or go to this restaurant again ,0
