review,P/N
i have come here for lunch many times but haven t got past the three favourites monday daily special chicken katsu and udon noodles wednesday spicy beef soup which is a chili oil flecked consommé soup with bean sprouts scallions bits of beef and slices of a mild winter vegetable i drown the accompanying bowl of rice in it both go great with a side order of kim chee the healthy cabbage and chili the total damage then is about 8 20 they do bibimbap very well that works out at around 10 the tofu option was my favourite they also do chicken beef pork or seafood only seafood untested others fine too service is quick and courteous place gets full though best advice is to arrive early like 12 to 12 15 solo diners have a stool and bar looking out of the window option place is near victoria station due to crossrail civil engineering project this area has become a bit of a food desert lime orange is recommended ,1
bibimbap is delicious and the best i ve had portion is huge staff are friendly and food is very good on a previous visit i also had the veggie pancake which is nice too highly recommend,1
went with a large group of friends after the theatre without booking in advance staff were very accommodating and the service was very efficient food was extremely good with a varied korean and japanese menu excellent value will definitely go back ,1
we went here for a pre theatre meal i was impressed by the way they explained what everything was and made really sensible recommendations the service was smooth and attentive and this was a great opportunity to try something new there was a range of different dishes and they were keen to help us choose something that was balanced for our tastes on a future visit i might push myself a little to try something a bit more experimental but i trusted the staffs suggestion to start with something i was more used to i will very definitely return here and i recommend the green tea ice cream ,1
i love oriental food and i have always had great korean food in london this one is absolutely one of the best for food quality and great value ,1
been here twice this month the food was amazing both times the gentleman was extremely helpful and friendly i would highly recommend this restaurant great value for money,1
coming from the provinces we were struck by the sight of young people having an early evening meal in working clothes presumably prior to going home the food is good and the staff helpful in navigating the unusual menu a restaurant deserving of its pleasing reviews ,1
i ve never eaten korean before i m always up for trying different foods i m glad we came here it was recommended by family knowing nothing of korean foods i just let my cousin order traditional dishes i think my chopstick skills didn t show me up either which is a self achievement i was very impressed with the flavours i will certainly eat korean cuisine again if i get the opportunity and wash it down with some korean beer sodu we had a variety of dishes side dishes spicy cabbage 2 different beef dishes and pancakes loved it all ,1
decided to try this place due to previous very good reviews on here and it s proximity to the theatre over the road we were not disappointed although the restaurant is pretty small narrow and pretty busy when we arrived it still felt like we had enough room and could talk without needing to raise our voices over others the service was attentive very polite and even though they were dealing with a busy pre theatre crowd we did not feel rushed at all the menu is quite extensive almost too much so with sushi chinese and other types of cuisine finding its way in but having not tried the more traditional korean dishes before i went for a bibimbap which was excellent even if i would usually prefer a slightly larger portion of chicken in it my wife had the salmon and we shared a starter which were both delicious and even when you include the drinks we still only paid 35 i would definitely come here again regardless of going to the theatre or not ,1
visited after going to the passport office nearby we arrived at 12 00 and 48 later we left at 12 35 the menu had all the korean favourites we began with rice cakes and fish cakes in a sauce and squid which were nice but nothing special we followed these with a pork and beef bibimbap the highlight was the cucumber kimchee with pear the cabbage kimchee was rather lacklustre all in all probably good for the office workers nearby but not particularly relaxing we drank a hite beer and a rice drink,0
the best korean restaurant i ever visited the staff is very attentive and friendly the food is so delicious the menu offers a variety of choices korean bbq or udon noodles or sushi every bite was so delicious note that you need to pay cash here no credit card accepted ,0
really good food and service we went for one of the set meals very nice photo enclosed they did seem to try and rush us at one point but we hadn t booked they didn t become over bearing ,0
i called up yesterday wednesday morning and booked a table for 6pm as was seeing billy elliot in the theatre opposite i booked this with an open mind and was blown away it s a very small intimate restaurant that appears to be family run i had the japchae to start which was beautiful even if i was the only person in the restaurant to eat with a fork my partner had the deep fried prawns which were massive they looked beautiful but our main meals came out before we d finished our starters so i didn t get to try the prawns for main i had the beef bibimbap i am so glad i went with the crowd this dish was delicious rice with egg tasty beef spinach onions absolutely delicious and fun because you get to mix the ingredients and add sauce to your tasting my partner had pork belly with lettuce taco style he said his meat was a bit gristly but the flavours were really good as were the dipping sauces it is very fast service here which was great as within an hour we had a starter main beer and sake in total we spent 53 which is a little pricey but definitely worth it for a treat the sake wine is delicious as is the asahi beer the restaurant picked up in business by about 6 30 7 and had a really nice atmosphere to it if i go to victoria palace theatre again i ll be sure to stop here to try something new ,0
we came here for a pre theatre dinner the restaurant is right opposite wicked the musical service was friendly and we had a good welcome food arrived within about 5 minutes of ordering which was just what we wanted the bibimbaps we ordered arrived sizzling and delicious generous portions and very tasty very reasonably priced too would definitely recommend this place if you re in the area ,1
good tasty korean food and cheerful friendly welcoming service at reasonable prices we d definitely visit again ,1
i was able to book a table the day before my visit which was a good thing because the restaurant was busy the staff was friendly and my friend and i didn t wait too long to get our food this was my third time eating in a korean restaurant first two in paris and i can tell that the food was as delicious and flavoured as in the other ones ate in my only bad point would be the korean tea i was expecting something more impressive with more flavours as for my friend after having had a not so good experience with bibimbap in another korean restasuranrt the one she ordered at lime orange seafood bibimbap completely changed her mind about korean food in a positive way overally everything was worth the 10 service charge ,1
really enjoyed our first korean meal i had a starter only which was huge the other two had a big hot bowl one seafood based the other meat the portions would easily have done for two the chili sauce was served separately so that you could add your own a vg idea very friendly prompt service and reasonably priced we were there early evening pre theatre and there were plenty of free tables we loved the green tea ice cream delicious look forward to another visit ,1
find yourself hungry in the victoria station neighbourhood and it s easy to get very depressed very quickly on offer is the worst that british megachains have to offer nando s etc and little else in that context we were very happy to find lime orange the fact that the restaurant was packed was encouraging so we decided to dive in i really wanted to like the place but left disappointed the problem was that everything we had was desperately bland and lacking in taste we started with the fried sweet and sour fried chicked the sweet taste of the sauce decidedly overpowering any chicken that may have been there then came the seafood pajeon korean pancake it was very anticlimatic and clearly undercooked when this was pointed out they took it back and brought another one after a while which was not much better we ve had much tastier in other places asadal for example then came the bibimbaps we had pork and beef which seemed to be what everyone comes for this too was so bland we almost cried my girlfriend had to shower hers in chili sauce for her tastebuds to feel something anything it was all just sad to lime s credit the portions are generous and we did not leave hungry nor did our evening break the bank did we leave satisfied that s another story ,0
me and my familie went london for holiday and found this place by accident but it was the best meal we had in london london food not bad but when you have deep fryed food and bread for 5 days in a row it has a toll on your body lime orange served real homey food full of flavour also big portions the spices and ingredients used was great we will visit again if we are in london again thank you ,1
cheap cheerful tasty enough said really fast paced restaurant with fairly good standard of everything appeared fresh and arrived at table within 10 minutes perfect place for a lunchtime meal if you don t fancy eating in your office or on a park bench expect to spend about 10 for a meal with drink happy days ,1
we came for lunch and all of us chose the set menu of 22 per person noodles were good and the main beef dish and the chicken were fantastic really filling tasty food will come back again ,1
i went just before going to a show which was round the corner and it was worth trying to get the booking last minute the meal was well presented and very tasty the restaurant itself is very small but bijoux and the ladies washroom is downstairs by the kitchen but not a problem very clean we ordered a bottle of rose wine which at 18 50 was a bit pricey but hey its london enjoy ,1
i ate at lime orange with a friend on a thursday lunch time the reviews on here and my friend made me expect more than it was we got a table eventually and they really rushed us through they kept trying to get us to pay the bill but we were still talking there wasn t anyone waiting for a table so i wasn t sure why they hurried us the food was nice it was yummy and reasonable for 9 for a lunch i don t think i d go back as there are nicer places in that area for the same cost or less ,1
words cannot describe this resturant service food and service was excellent i would like to go back again and just fyi they only take cash,1
had a quick meal before a theatre show food was excellent value and delish just a note they only take cash so be prepared ,1
decided to visit after reading good reviews on trip advisor glad we did the food was delicious got the set dinner number 3 which was delicious and loads of food staff nice too would defo recommend ,1
went here with some work colleagues as we wanted something to eat after work found this by accident and it was just brilliant great little find ,1
eat here last saturday prior to theatre wow place was packed with korean customers tucking in menu completely off my radar but very helpful staff proposed a couple of items great fun stirring in the egg to cook it exceptional flavours filling dishes cash only by the way book your table at busy times total recommendation we ll be back ,1
outstanding food unpretentious place to enjoy authentic korean food prices reasonable but bulgolgi dinner didn t include side dishes however the the side dishes ordered separately were generous ,1
i d walked past this place so many times before a colleague recommended it went on a monday evening and luckily didn t need a reservation but we got the last free table there had the seafood pajeon which was delicious and shared the beef bbq and bibimbap so tasty really good quality for money as well friend had actually been to korea and said it was comparable bring cash if you go as they don t take card ,1
what a surprise a cracking little restaurant in heart of london walked in full o koreans it was looking good waitress superb advised us what to get and when it arrived in a matter of minutes showed how to eat our barbecue chicken with lettuce and rice gorgeous fresh and tasty food 2 minutes from victoria station and 10 seconds from the appollo theatre treat yourself if you want something different,1
great little asian restautant with different types of meals on the menu flavours is full and good sized portions did not try the bbq but have heard it is good ,1
a great place for a swift korean or japanese themed meal a nice selection of classic korean fare all served hot and quickly using fresh ingredients and with friendly service didn t try the japanese menu which is much smaller as korean seemed to be the main event recommended ,1
this is s great spot if your in a hurry for super quick and tasty food nothing glamorous to look at but the food and price makes up for it if you like asian food it s worth a visit ,1
we needed somewhere pre theatre and found this place through tripadvisor it was a great find offering great tasting food at a good price i d recommend the bimimbap which is an interesting diy stir fry all comes in a red hot pot add chilli to taste and keep stirring whilst it continues cooking very tasty and filling and under a tenner ,1
i ve never eaten korean food before sdo this was a first for me the waiter was great at explaining the menu and what might suit me the food is delivered very quickly and is value for money however only cash payments are taken which requires a bit of planning i found the food ok i think it was a little bland for my taste we went on a monday evening and were able to get a table straight away but it did get quite busy towards 8pm so would advise to book if,1
good food and quick service the only thing to note is that they don t take card payments there is a cash point nearby but it s worth knowing i d go back to try another dish from the menu it s a 5 minute walk from victoria station ,0
my friend and i both wanted something slightly different so we visited lime orange for lunch during the week they offered a good value set lunch 3 courses and a glass of wine for 17 but we were already eyeing up some of the different starters my friend had been before and highly recommended it we had the fried kimchee tofu spicy fried chicken to start and beef bimbimbap and pork belly bimbimbap along with some cold kimchee and miso to accompany the mains my friend asked for lettuce instead of rice and they were more than obliging we finsish with a scoop each of the black sesame and green tea ice cream black sesame was a real treat ask for no topping it was fairly busy for during the week lunch service and the staff were lovely would come back again for sure ,1
went for lunch here with some colleagues i couldn t decide whether to get the 4 99 lunch special or not and ultimately decided to get something else the beef bibimbap hot pot it was filling and tasty one of my colleagues got the beef bulgogi special and said it was ok high marks for the spicy chicken bulgogi though i liked that the place wasn t too crowded even at 1pm and we could get a table right away the food was good and the prices reasonable the only areas for improvement are to start taking credit cards cash only and make it easier to get the wait staff s attention ,1
i have eaten at lime orange a few times now over the last couple of years as i am on business i normally dine alone it is a small restaurant and most of the customers are korean the first thing that you notice is the attentive service you are greeted and seated immediately you walk in by very polite friendly staff when you are ready to order a waiter or waitress appears straight away and if you look up because you need something else you are quickly attended to the menu includes korean favourites and curiously a sushi selection the food is tasty and arrives very quickly wine is about the cheapest you will find in this part of london one thing to note is that at present it is cash only ,1
i went here just by my self lunch time om friday and was full 15min waiting and i feel so glad i wait i order most popular dish bibimbap so so so tasty 9 20 for bibimbap and 1 5coke food was served in about 10min i was surprised due to so busy they do daily special too around 4 50 wow no easy parking around if you in rush take away it s a option ,1
i really like this place it s not a chain and it shows with the service being so friendly the food is excellent and quick as well i miss the raw beef bibimbap which seems to have been removed from the menu last time i went i had the full korean bbq which we cooked on the grill built into the table it was great i highly recommend the cucumber kimchee and calamari starters accompaniments ,1
their lunch menu at 4 99 or 3 99 as take away is good but could do with better portions otherwise their food is tasty and staff are very friendly ,1
good korean food located near victoria station the tofu soup and beef babimbab was what i need after being on the road for more than a week the price is reasonable ,1
this small korean japanese cuisine restaurant ist just behind the victoria station and behind the wicked the theater we enjoyed the dinner from the starters to the main everything was delicious and we liked it don t miss the bibimbap the traditional corean rice dish it was really nice as starter we got the spicy calamari well done the pa jeon pancakes delicious and we finished it with different bibimbap try it out it s worth it ,1
we came here to have a quick dinner before the show the location is very good it just oppsit the the show we oreder the rice dish i forgot how to call it it was amazing there are a lot of veggi and a bit spicy the food is very fast and ee dont have to worry about kate to the show ,1
my nephews and i visited the place because it was so conveniently located from the musical wicked and must say we all left very happy the service was very quick food bursting with flavours and staff very polite the dish that stood out to me the most was the chicken bimbap which is a rice dish with 7 beautifully marinated vegetables and some spicy sauce to top it off definitely recommended to people looking for somewhere to eat before the theatres or to eat in general ,1
a bulgogi salad to start was nice but both the main courses beef babingka for mw wife and tofu bibingka for me were tasteless as was the flavourless soup that accompanied the mains we had two cups of korean tea at 1 80 each and were surprised to find that there were no free refills also in all korean restaurants there are complimentary nibbles kimchi whitebait like fish etc here the kimchi was a pricey 2 00 if it were not for the nice korean people serving us this rating would have rated terrible we would not go back or recommend it ,1
it is still one of my favorite places in london near victoria station where to go and have a lunch or dinner i think everyone can find something to tickle their taste buds service is great food delicious and simple easy going ambiance please note that this place can get packed while not only me found this place as great eating venue prices are moderate ,1
excellent food always i have been here a few times now and have always been a happy customer the service is fast and the staff is friendly and helpful even if you aren t a fan of hot stone bowls i highly recommend the bibim baps they could however beef up the dessert menu ,1
the food is really good and tasty its a bit too expensive for regular lunch some meals dont come with any sides i e lettuce or rice so need to pay for that extra on top ,1
my first time trying korean food have been wanting to for a while and was certainly not disappointed ordered the kimchee bibimbap which was excellent very tasty and served in a cast iron bowl which was sizzling away for ages good value and seems to be well frequented by koreans always a good sign with asian food will return as soon as i can ,1
never told us it was cash only because card machine was broken until very end food was okay i recommend the bibimbap,1
very friendly staff more than happy to help and explain the menu service was quick and professional food excellent and very nicely presented price was good all in all would recommend ,1
right across the road from apollo theatre so ideal for pre show unassuming place which was practically empty when we arrived at 18 00 which made me a bit nervous but was full within 10 mins my first time eating korean food and it was lovely particularly the the kim che pancake starter which was absolutely delicious the guy serving was excellent as we knew nothing about the menu good food good value good service good location be aware that the mains are quite filling and having starters and mains and then going straight to sit for a few hours in the theatre left us feeling like a good walk home afterwards ,1
first time eating korean food and i must say it was absolutely delicious the atmosphere was nice and warm the staff was very patient and welcoming very recommended ,1
my friend and i went to lime orange on a friday evening for a pre theatre meal i was very excited about dining here due to the overwhelmingly positive reviews on google however we left feeling disappointed and did not feel like we had our korean food fix we started with the kimchi jeon pancake which was sickly sweet the pancake was loaded with spring onions and very little kimchi with the negligible amount of kimchi in the pancake they might as well rename the dish spring onion pancake with traces of kimchi my friend and i joked about the chef mistaking sugar for salt my main was a seafood soup dish with rice it was ok but nothing memorable hardly any seafood apart from the tiniest pieces of squid we ordered green tea ice cream for dessert the ice cream was drizzled with lots of strawberry sauce this was not described in the menu they should have served it on the side the sauce was super sweet fortunately the waiter was happy to replace the ice cream this time without the sauce the ice cream itself although very enticingly described in the menu was not good at all it wasn t smooth and had bits of ice in it it tasted cheap overall very very disappointed we went to lime orange with high expectations but the food for us was unfortunately a bit meh ,0
we enjoyed a pre theatre supper here last night before seeing wicked great food very quick service but you definitely need to book as it is quite small and popular with the theatre trade cinnamon punch was expensive for what it was small glass at 2 50 but generally speaking food was hot tasty and freshly cooked to order the stone bowl dishes are a must will definitely return if in the area ,1
for asian food this is the place to go amazing bibimap and pickled veg vegan friendly also great meat and seafood not the biggest place but always packed with people like me who work 2 mins down the road and cheap,1
visited as work colleague recommended for night out small restaurant so booking is essential service was friendly and attentive perhaps a touch too fast made me think the food was warmed up as it was delivered so quickly menu exciting and varied both japanese and korean options and waiter advised on how to choose and select options unfortunately i must have chosen a duff off the menu as my katsu chicken udon was far noodles with some deep friend chicken on it the special sauce accompanying it was i swear hp brown sauce still udon noodles were tasty perhaps i just choose the wrong food but rest of table said things were nice but not great unfortunately i think it s a case of a restaurant getting away with serving poor food to a tourist market it s right near wicked and billy elliot touch too expensive for what we got would visit one more time to give it a go and try some different food takes cards but reluctantly ,0
we visited this restaurant prior to a theatre visit having never eaten at a korean restaurant before i wasn t too sure what to select the waiter was most helpful in guiding me through the menu our food was so delicious with delicate flavours and spices the hints of lemongrass could be tasted behind the spice i was very impressed the desert iced creams were also curiously different in flavours but taste divine if i m back in london soon i ll certainly return ,1
first time for korean food and was not sure what to expect staff were very helpful and recommended a great spread food was delicious and staff very welcoming ,1
having researched a suitable restaurant for a pre theatre meal we settled on lime orange after reading the reviews it turned out to be an excellent choice and we thoroughly enjoyed our first korean meal the menu had plenty of choices the staff were pleasant helpful and the food was delicious highly recommended ,1
i used to work close to this place and have visited many times we went back there on friday night with a group of 6 and it was still excellent food and service it s nothing fancy just very good korean café food i e the usual selection of udon noodle dishes bulgolgi kimchee etc the star is the hot stone bowl bibimap dishes where you can choose beef chicken pork seafood or tofu with a combination of vegetables rice and spicy sauce the prices are very reasonable as well 100 for 6 of us with a selection of starters and 6 bibimaps including drinks victoria is a depressing place when it comes to food but this café is a real find ,1
great korean food in westminster i ordered a hot stone pot beef bibimbap it is really tasty and you can add the chili sauce as much as you like friendly staff made me have a good dinner experience i d love to be a regular ,1
nice restaurant waiter helpful in ordering we ordered hot stone bowl with beef vegetables and egg yolk this was lovely noodles with chicken in a sauce i was disappointed noodles were nice but chicken was in breadcrumbs with sauce dribbled on top not what i was expecting overall it was nice although not real korean food ,0
excellent service the waiter was well informed of the menu and the service was fast and the food was great good prices for a pre theatre meal ,1
my colleague introduced me to lime orange last week where we ordered the special of the day yukgae jang to take away we were greeted pleasantly by the staff and took our orders very quickly the service was fast as we did not have to wait long unfortunately the food was cold by the time we brought it back to the office we re not very far from the restaurant either but it tasted great given the portion size and that it s only 4 for the special i d definitely go back and try another special of the day again if you happen to be working around the area it s very close to the station and you probably have to wait about as long as queuing up to pay for a sandwich at pret i would definitely recommend it and i will be visiting again very soon ,1
my boyfriend and i were looking for a place to eat before going to see wicked during the last weekend of february and we came across lime oranage just across the road form the theatre we went in not knowing what to expect but we were met by friendly staff and a huge menu that left us deciding for quite a while we both took the bibimbap which came up quickly and was piping hot it was absolutely delicious and we both thoroughly enjoyed out meals we each had a beer as well after our main we shares some of the green tea ice cream another totally new flavour and not an unpleasant one either i would highly recommend this place to anyone looking for a quick pre theatre meal as you will not be disappointed ,1
we ate here due to the excellent reviews the food is similar to that served by our local japanese restaurant so we had something to compare it to the miso soup was thin and watery the noodles were lukewarm and tasteless we ordered seafood and vegetables but the only vegetables were a few peppers and onions the staff paid very little attention to us although when asked whether we d enjoyed our meal and told it was not very hot said they would have heated and took the service charge off our bill a disappointing experience ,0
we went here before seeing wicked and it was great it was bustling which was a great sign and deserved to be the staff are very good the atmosphere nice and the food lovely we ordered the bulgogi a bbq item served with rice and lettuce and it was great nice to try something authentically korean as well rather than the standard items if i knew people going to wicked i would say eat here good quick food and a lovely pre theatre feel ,1
enjoyed a superb meal at lime orange following great reviews on trip advisor our 1st experience of korean food and can thoroughly recommend ,1
we had no idea what to expect when we went to lime orange with friends the other night from the outside it looks rather unremarkable but we were greeted very warmly by the staff inside the decor was simple and the atmosphere welcoming the menu is quite extensive and we didn t really know where to begin thankfully someone in our party who had been there before ordered for us and we were treated to some truly delicious dishes the japchae sweet potato noodles and beef bulgogi were particular favourites with us but everything we tasted was truly delicious and quite importantly not over salted portions were super generous and we could have probably ordered less than we did but we re grateful we got to try so much next time i think we ll go for two rounds of japchae the beef bibimbap which is a comforting big stone pot of rice with meat veg and a raw egg yolk which cooks in the heat of the pot and the beef bulgogi it s not super cheap but it s good value for the size of the portions and the overall quality we can t wait to go back ,1
i love this place very small in terms of seating so make sure you book a table at busy times but it is worth it the service from the staff is great and the food is delicious fresh and quick to come out of the kitchen also as a vegetarian i felt there was a decent amount of options for me which is always a huge plus ,1
i have eaten here twice in the last month the first time was in a group of 6 before seeing billy elliot the waiter was very patient with us explaining the menu happily explaining what everyone else was eating as we were looking around he recommended the kimchee jeon as a starter which was delicious the tempura was plentiful i m a vegetarian and had the hot stone pot tofu bibimbap this is a bowl of rice vegetables and tofu there is a raw egg yolk on the top that cooks as you mix it all in with chilli sauce you do this yourself so choose how spicy you want it it was delicious the second time i took my god daughter as we were seeing wicked it s literally over teh road i had the same again it was so delicious first time around and she had the fish bobimbap there was plenty of different types of fish and she loved it once again brilliant service and delicious food some advice definitely call up and book in advance it s so busy and popular we booked both times lots of disappointed people or people who had to wait it s quite small so there s not lots of room to wait in also they prefer cash they do take cards so i highly recommend it great food service and atmosphere plus it s so close to both shows ,1
this is a great korean restaurant in the heart of london it may not look like much from the outside but inside the food is spot on everything that my party had was very fresh and clean tasting exactly what you expect from korean food perhaps the only let down was that we ordered bbq and thought we could cook it ourselves on the grill but it came pre cooked thankfully it was delicious ,1
this is a small korean restaurant it was welcoming and friendly and made you feel at home this was my first experience of korean food and it was good i particularly enjoyed the plum tea this is a good place for a good meal at a fair price ,1
arrived for pre theatre lunch greeted by the hostess promptly who gave a wonderful and friendly service first korean restaurant experience and help in choosing from the gorgeous selection in the menu was given with a smile the food was fresh and beautifully presented sake was a definite acquired taste but when taken as a shot disappeared quick lol i cannot fault my time at this restaurant and recommend it highly it opened at 12 and we were the first in the door followed to a virtual full house within 30 minutes so booking could be adviseable ,1
this is the first time i ve visited the restaurant and wasn t disappointed it s a fairly small restaurant and as we went there early on a tuesday we didn t have an issue getting a table the restaurant is a stones throw from the entrance of victoria station so nearby for the apollo theatre the waiters were helpful and showed my friend how best to eat her dish and also added advice as to how to make mine taste the best the advice was gratefully received i went for the tofu bibbimap which was very tasty and it was nice not to have plain tofu the dishes were also reasonably priced along with the beer too ,1
my daughter and i visted lime orange pre theatre after i saw the good reviews on tripadvisor im glad to say we were not disappointed the restaurant is small but despite there being a lot of diners it didnt feel crowded the waiter who served us was friendly and welcoming offering tips on the food the food was amazing i had seafood bibimbap which was delicious packed with flavour and came with chilli sauce to add to taste my daughter had katsu udon noodles which we both agreed was the best katsu we had tasted and there was plenty of it the prices were really reasonable too approx 8 10 for a main meal and soft drinks a bargain at 1 50 our new years resolution is now to learn how to use chop sticks as we were too embarrassed to ask for a fork thank you for a lovely dining experience which was one of the highlights of our trip ,1
i was really pleasantly surprised by lime orange it s quite small and on a busy road you d easily miss it but a friend took me and assured me it was delicious the staff were friendly and gave lots of useful information about the dishes the menu was varied quality was great i opted for chicken bibimbap which was fun and tasty the prices are really good especially considering the central location i ll certainly be going back ,1
this restaurant is tucked behind wicked the show in victoria i had the king prawns for starters that were cooked in a tempura batter they were huge and delicious for main i had the chicken biibimbap which was absolutely lovely very flavoursome very reasonable prices the staff were attentive but not too much thankfully i cannot recommend this little restaurant highly enough if you want good tasty korean food this is the place for you probably best to book first as it gets very busy ,1
i have to say this is one of the best korean restaurants i have been to just a few minutes from victoria station and theaters around i had the beef bibimpap and kimchee on the side it was fresh authentic and delicious after travelling through europe for a week and living on junk this was the best to home cook meal i have had the staff are nice the place is very neat and prices great highly recommended,1
we ve been to lime orange 3 times and we always leave very satisfied the bibimbap is delicious and very filling but the highlight of this restaurant is probably the korean barbecue you can chose to grill your meat yourself which is a very fun experience all the bulgogi meats are tender and full of flavour the kimchee pancake as a starter is superb as is the black sesame ice cream for dessert on top of delicious and fresh food the staff is great and friendly we only have great things to say about this place there is definitely no need to go to more expensive or busy korean restaurants in soho ,1
friends at work had suggested somewhere else to support as part of the amex shop small campaign but then i found this place and we managed to book a table we arrived and the place had a queue which is always a good sign we were seated at our table and given menus to begin analysing there may be a lot of there but it all sounds great and judging by the food we all received it s all done to a decent standard we tried a range of dishes including the raw beef bibimbap chicken katsu udon salmon teriyaki and yukgae jang and teverything we had was bursting with flavour and well prepared this is good korean food with plenty of options to include everyone now also very curious about their sushi too the prices are reasonable and the staff are very friendly it s quite a small restaurant and they do recommend on their website to book in advance having seen how busy it gets i would definitely agree we all agreed we would definitely be back ,1
this place is not expensive but very high quality there seem to be a lot of koreans who eat there and many people who are repeat trade dropping in for a very quick meal the classic korean dish bibimbap was fantastic and seems to be especially popular but it s a very large portion for one the wine was great too we ll definitely be going back it s very easy to get to very near to victoria station ,1
ideally located for victoria s theatres the food is plentiful for the price and really authentic and tasty the waiter was really helpful to our tastes would definitely advise popping in for dinner or if you work in the area they do daily specials for only 3 99 which is a super price for the area ,1
popped in for an early dinner before a gig and to sample our first taste of korean food we were not disappointed there was plenty to chose from on the menu and the staff were happy to advise choices to our taste we shared some chicken dumplings to start which were lovely i had the pork bulgogi which was really really good i had it with lettuce and rice as advised and costs extra you wrap it and eat with your hands yum it was a big portion and i thought the rice was unnecessary but the lettuce was a nice fresh way to serve and enjoy the pork and i might try it at home the other half had katsu chicken with udon noodles it was also really tasty and a good generous portion we were both chuffed especially as he works a stones throw and will be able to pop in and enjoy the lunchtime specials location is very convenient for victoria just a 2 minute walk behind the apollo theatre ,1
loved the bulgogi and some very tasty starters kimchi pancake was very tasty crispy and savoury one of the best i ve had quick and cosy dinner before seeing a show asset a nearby theatre ,1
visited here on a saturday night as a pre theatre meal ideal location as across the road from the victoria apollo it doesn t look much but don t be fooled we booked for 5pm when they open and for first 15mins we were the only ones there but it soon started to fill up so booking is a must the waiter was attentive helpful but not intrusive recommending dishes etc the food was lovely and very tasty and it was very filling i thought the prices were reasonable 2 starters 2 main courses 3 sides 2 puddings large glass of wine coke bottle of water was 55 inc service charge we will definitely be returning so sample more of the menu real gem of a place ,0
i visit this place really a lot it s so close to victoria station so the location is very convenient the restaurant is small but the food is very nice i would say it is pretty authentic for london i would also say that the food is pretty cheap some of my favorite menus from this restaurant are pork bibimbab bulgogi and dokpokki sorry if i spelled some wrong to sum up good food convenient location good value ,1
this is a great little restaurant only two mins away from victoria station and from the theatres showing wicked and billy elliot scrumptious corean food and decent prices very friendly service ,1
we visited lime orange for a quick dinner before going to the theatre and it certainly didn t disappoint the set menu two courses with wine and tea coffee was excellent came out very promptly and was a good price if you want something different to the standard fare around victoria i d thoroughly recommend this restaurant ,1
i really hope this is visited by more than asian people and people who have a taste for oriental food it deserves to be successful we went for an early dinner service was excellent and the food was amazing i thought po cha near tottenham court road did the best korean pancakes but there is a new champion in town near where i live i will be visiting here again and again the salmon dish was top tier as well ,1
wasn t too hungry but had a hour or two to kill so went in for a snack and a glass of wine we were recommended 4 starters which were all delicious especially the spicy calamari the place was almost empty when we went in but filled up very fast lucky we went in so early recommending to people who are looking for somewhere to eat before their show ,1
not much need to be said excellent food with excellent service plain welcoming decoration would definitely go back ,1
hello just about to get the gatwick express to gatwick and thought i would try and find a decent meal first i did nice food and a bit different to standard curry and thai worth a visit staff very nice and was quick service ,1
my friend and i brought a couple of friends from croatia who never had korean food before here it was rather late at night when we arrived around 9pm i ordered a spicy seafood noodle while the rest of them stone pot bibimpap dinner was absolutely lovely and we had a great time chatting even after finishing our meal we stayed in lime orange until all other diners have left we left the restaurant at 10 50pm and then we noticed the closing time was 10 30pm how kind was the staff not to patronise us regarding the closing hour we were so grateful and slightly embarrassed for keeping her so late i m regretting not to apologising to her back then i might do so the next time i come to lime orange again ,1
ordered prawn tuigim and spicy calamari for starters both arrived in record time and we watched as the restaurant filled up equally fast the food was tasty and good we also ordered beef bibimbap and beef bulgogi the waiter recommended lettuce and rice with the beef bulgogi and neglected to mention there was an extra charge for both the rice and the lettuce there was also a 10 service charge added to the bill i suggested he add a statement to the menu noting the extra charge for the rice and the lettuce he good naturedly removed the excess charges the 10 service charge was not amended and no record of our meal was provided following our cash payment we would eat here again in spite of non disclosure of costs involved ,1
i just loved this place foods were great and lovely service i m so glad that we made the effort to go there ,1
i have eaten here twice both times with a friend the first time i thought the food was pretty good especially the starter of spicy calamari my main of beef bulgogi was a bit too salty and didn t come with any lettuce my second visit was a few weeks later again i ordered the spicy calamari which was pretty good but this time i went for the beef bibimbap and found it very bland also both times the service wasn t very good i waited a very long time both times before anyone came to take our orders also one of the times we were running late by about 10 minutes as we were on the tube we didn t have signal to ring ahead and let them know as we arrived the waitress very sacasrtically said we re a bit late aren t you i wasn t impressed i don t think i ll be returning here as there are many better korean restaurants in central london ,0
i popped in for a quick post work feed the staff were friendly and helpful the atmosphere unpretentious and relaxed the food most importantly was brilliant i had the calamari some of the best i have had the kimchee which is not to everyone s taste but worth a try then the bibimbap which was incredibly tasty great value service and food perfect for a quick feed before a late train from victoria enjoy ,1
