,review,PN
1283,"We visit this restaurant when we are in Edinburgh, we love the food, we love the people and we just love sitting as a family cooking our meats on the grill in the table. The endless salad is just delicious, the starters are fantastic especially the Takoyaki (octopus) and then we always have the D-set menu of mixed meats - pork belly, marinated pork, marinated beef, marinated chicken and little steaks. Fabulous! Will see you again soon.",1
1284,"I like Korean food, that is why I decided to go to this restaurant despite so many Arabic, Indian and Turkish restaurants to try from. And I was happy with my decision. I had the ramen noodles - spicy and quite a big bowl, noodles were just right, fresh vegetables. Along came the mandatory Korean side dishes. All of them tasty, kimchi included.
Very nice and attentive waiter. Place is modern, neat and you have K-pop music to go with it, together with Korean music videos on the tv screen :)
I did not try other food, but left with a full stomach and satisfied. Give it a try, I am certain there is other good stuff as well!",1
1285,"Our Nami Tour started and ended at Myeondong. We went there early to make sure we make on time. During our ocular at Myeondong, we saw this galbi restaurant called Yoogane, so after the tour we headed to this galbi place. It was not surprising that their galbi was really good because the restaurant was full. We ordered half half galbi meaning half classic and half spicy chicken galbi. Their side dishes are self service.",1
1286,This place is good for lunch because I love their bimbimbop but that's about it.  My wife ordered AYCE sushi and I tried a few roles and it tasted like grocery store sushi.  Seriously.  GROCERY...STORE....SUSHI.  That is lame.  If you get AYCE (for $25 no less) it better be somewhere in between hi quality Ala cart and grocery store.  I'm pretty sure Albertsons has better sushi.  I also ordered the Korea BBQ Pork Belly and that was equally as disappointing.  The meat had no seasoning and no flavor.  I mean seriously didn't the silk road back in the day from east to west involve some kind of spice trade.  Somebody better let this Korean BBQ place know because I don't think they realize salt even exists.  The worst part about all of this is that this place is horrendously overpriced.  I had my daughter with me and I almost had to leave her as a tip.  Don't go here.  Drive the extra 10  minutes and hit up some of the Korean BBQ place in China Town.  So much better.,0
1287,"We went there because we already knew about the Korean Barbeque, and when we saw it walking around the area we thought to come and try it, and it was an amazing success.

We ordered a Seafood pancake, Chicken Gyoja, a Kimchi side (to try it since it is something typical from Korea) and the Mo Dum Gu I (Assorted meat bbq selection). Everything was really good. The seafood pancake was nothing special, but it was nice and tasty, more pancake flavour than seafood, but it was nice overall. The chicken gyoja were really nice, the Kimchi side is something you have to try at least once, and it was something spicy, crunchy, fresh and with a lot of flavour, even though is a side measure, it is quite a nice portion, so keep in mind if you just want to try it. And the best for us was the Mo Dum Gu (we got the Assorted meat bbq menu that includes salads), it comes with 2 sauces, one spicy and delicious and another of sesame that it was also really good, also comes with lettuce to make wraps (and when we ran out of lettuce they brought us more without charging for it), it also comes with some salads to fill your wraps or eat them alone, delicious, spicy and tasty. And the meat selection is top notch, everything was really nice but our favourites were the Pork neck slice and the Darkgalbi, both of them marinated. It includes also 2 beers or 2 soft drinks, but as we were ordering a bottle of wine, Pinot Grigio Veneto, we didn't ordered them. They brought to us some special radish to taste and include in the wraps for free, it was really good and it fits perfectly with the pork belly wraps.

Since it was rather late and we were quite full we decided not to order any dessert but we will do for sure the next time.

The waitress and the waiter were friendly, helpful and professional, they didn't step in too much in our table and we didn't have to wait for anything, they were really attentive and smiling.

Since we had a lot of food with sauces and we were eating slow, we got replaced our grills twice, but it was made with the best of the attitude and they were not intrusive or disturbing at all.

The experience was amazing, we will come back for sure and try other dishes and desserts.

As recommendation for the staff, you could put a sign on the corner of the street to make more noticeable your place, because you deserve all the possible attendance and success.

Cheers!

Natalia and Aingeru.",1
1288,"For your own sake, please DO NOT GO ANYMORE OR AT ALL!!!!!
I wish there's NEGATIVE rating here! This is place is horrible! Not kids friendly, not customer friendly! My husband, me and our kids (3 of them) came for lunch. My kids are not very quite, but well behaved. But the guy (I think he's the owner) said I should watch my kids, how rude! And we wanted to order sushi roll, he said he can't make it. So we ordered 2 lunch specials and 1 hot soup, but he says lunch special is very small, then I asked him how small, then he started to give us very bad attitude! So my husband said let's go to a different place, then he said if you come next time I will call the police! This place is totally a JOKE!!!!",0
1289,"I love this bar. All crew members are so nice and seem to enjoy their work. The atmosphere is cozy and lively. Every drink you can get is excellent, especially G&T is just amazing. You'll love it :)",1
1290,"ive gone here many times service is getting worst and worst
theyre cheaping out on the sides. they make you wait for it now till ur mains come
and theyre REALLY slow on refilling it, and the servers are really sleazy about it

the ones near ossington station are WAYYYYY BETTER",0
1291,"The food is average, and they were extremely rude to my family. The restaurant is always half-empty (at best) and they made a point to come tell us my two year old was being too loud. She wasn't doing anything other than talking and playing in a normal voice. They then proceded to rush us out and tell us we weren't welcome to return. I will never set foot in this place again. If you go, don't bring your kids.",0
1292,They have changed the price of the menu. It is more expensive. I have eaten a not-big plate with normal rice and chicken with 7.99. You had better spend a little bit more money to get a lunch buffet instead of choosing this place. (If you want to fill your stomach) And there are no lunch specials anymore. So disappointed :(,0
1293,"I am from Korea(South) and I know the real taste of Korean dishes. Found this restaurant randomly and wanted to give it a go. I have noticed that most of Korean meals that you can try overseas can be a little bit different from its original taste.
I have tried a few Korean restaurants in Edinburgh and this place is actually good.
Ordered three dishes and all of them are really tasty. We(two of us) cleared all of them. Fine dishes! Loved it. I gave 4 stars for two reasons: 1. Parking can be a nightmare 2.Price is slightly higher than other restaurants. Am I going back? For sure!

If you want to experience, try this one or Sodaeng which is another good one to recommend. Good luck! ^___^",1
1294,"The owner is incredibly sweet and caring. You can see it in how he talks to his guests and how he cares deeply about his business and the community of Songdo. I was studying abroad in Songdo for about a year, and I can easily say that going to The Cinder Bar made me feel right at home and also very welcomed in a country/place that I was new to. Warren is not only kind, but also innovative. The food is delicious. I can't get enough of the fry dip! And he always had a new drink recommendation for me and my friends that we always loved! He is always reaching higher and making The Cinder Bar a fun, exciting, and comfortable place to meet up with friends and enjoy the night. Highly Recommend! Definitely swing by!",1
1295,This is one of your typical grill your own Korean places. Meat is fresh. Portions are large and the prices are reasonable. Only 3 sides with the meat less than what I usually get. They could also use another server but overall a good non tourist experience.,1
1296,Lovely ambiance and good food. Love the stone pot bibimbap! It's tucked away in a small space but well worth seeking out.,1
1297,Bit expensive . But food is ok for a change though it's nothing extra ordinary. Located in a bit of a crowded place so indoor dining advice.,1
1298,"What a great spot! If you don't know anyone in Korea and want to meet friendly people, this is THE place to go! The owner, Warren, is from New Zealand, and goes out of his way to be helpful -- he can provide a wealth of information about Korea, in case you'd need advice. The bar has a wide assortment of beverages and food, and has live music some nights! Don't miss this place!! PS - if you need transportation from your hotel to Cinder Bar, Warren will pick you up in his car!!!",1
1299,I was actually expecting the worst from my first impressions but by the end it wasn't that bad. I would have given it a 3.5 star. Girl at the front needs to learn how to smile. Zero character!!! Tables were dirty and had to ask them to clean it. But the food was half decent. Nothing to what I am used to when I am in Hong Kong where I normally have my Korean BBQ fix. Would I go back?? Maybe but I always do in HK!!,0
1300,"This restaurant is like the setting of a 60s Bond movie. Food overpriced and too spicy for my sensitive palette. Waitresses creepy and unfriendly, only smiling when presenting the bill. An alienating experience. Was so hungry after, had to buy so.e dumplings from a roadside stand .",0
1301,"I ordered their original olive chicken and their sweet and spicy chicken. This place is pretty pricey for the food that you get, but I will say that their original olive chicken was a good starter to go with. However, I think their sweet and spicy chicken was a bit over spiced. I normally am okay with medium spicy foods, but this was way too spicy for me. 

I got my food relatively quickly, although the service seemed chaotic in the back. I also got the wrong order, which I didn't notice until later (I got take-out). I wish they had more options (especially with their garlic trio option - I would've liked to have been able to try one or two of those flavors without having to order all three), but this place seems decent. Their menu screen kept flickering, which was slightly annoying when I was trying to read the menu. I'd honestly probably wait a couple of weeks to a month before coming here again, and hopefully by then they've added more options / finished polishing their recipes.

side note: Thank goodness I ate the original chicken first, because after the sweet and spicy chicken, I could hardly taste anything because my mouth had gone numb.",0
1302,Nice food.. Very delicious.. My friend enjoyed also place its cozzy and comfortable. The price its very affordable for the delicious food... The staff also are so friendly.,1
1303,"Service is slow, have to ask for refills or slurp your straw.  Daeji bulgogi, short ribs, and  bulgogi are as good as any other KBBQ.  Kim chi Chigae and Dumpling Tofu soup not good, the flavor is just not right.  Side dishes are average.  Takamatsu was way better.  No kimbap.  Probably won't be back.",0
1304,"The Cinder Bar is out of the main area of Songdo yet it is the best bar. The drinks are phenominal. I would reccomend the Gin and Tonic which is a killer. The prices are incredible compared to other bars in Korea. The best part is the incredible atmosphere. The music is great and the everyone is incredibly welcoming. Especially Warren the owner and bartender of this place.

PS Order the Cinderella. Its on the secret menu. I can garantee that you will love it.",1
1305,On my first visit to South Korea I stumble into this bar where I was greeted as if I was coming there for year leo was amazingly hospitable nice friendly Very engaging and I feel as if I have known him all my life I definitely made a lifelong friend and Leo Makhil the cook was also very nice and food was great definitely a must stop when visiting South Korea in each one in particular I hear great things about the OG cinder bar which on my next visit I will be attending Ask for Leo he is the best!!,1
1306,"I have mixed feelings on this place for my first visit. I reserved for 5 without knowing how big this place is. We turned out to be six sitting at a table for 4. Kinda tight. My girl and I enjoy discovering foods. We loved the octopus balls. Dumplings were a little too crunchy. I'm used to steamed. I had the bibim something. Quite tasty but I screwed up and drank my miso instead of pouring it in. My bad. I gotta try it again. My friend had a large soup. She really enjoyed it especially with her cold. The others had mixed feelings especially with a really late plate. They enjoyed themselves because of the company but indifferent about the food. One had pork chops which looked like Shaken Bake. I think she should have ordered better. 
Bring cash or debit No CC. 4 people tops. Order the specialties. Don't be rushed Repeat!",0
1307,"korean bone broth soups....sulluntang, breakfast korean style...to soothe stomachs after a sinful night in vegas...order of korean pancakes to start...crispy golden deliciousness...well made pancakes...majority taking the brisket sullungtang...self taking the doganee sullungtang (knee cartilage soup), but basically given a tendon soup...instructions are simple for sullungtang...season it yourself, customize it yourself...add some sea salt, but remember sea salt is extra salty...add some green onions if desired...black pepper for little kick...some will go as far as to add kimchi juice straight up in their soup...there are no rules to personal preference!..kimchi jars and plates given...radish and napa cabbage...sissor to cut it  yourself...any size you want...careful not to splatter on yourself or neighbors...korean green peppers are milder...before they ripen to a red firey fiery...dip the green peppers in the brownish/reddish paste...mixture of fermented beans (korean miso) and things...overall, the kimchi is decent...korean soup restaurants are suppose to have the best kimchi, but e-jo is just decent....the soup is light and not as rich as wanted, but it does the job....",0
1308,"Unimpressed with the food. I lived in California for 20 years where we had access to numerous Korean restaurants. I was so excited that bulgogi was on the menu so we ordered that, Korean fried chicken(1/2 and 1/2) and kimchi coleslaw. The bulgogi was disappointing and bland, the chicken was too salty tasting, and the kimchi coleslaw was just regular coleslaw with some kimchi added.

If you've had good, authentic Korean food before, don't bother with this place, otherwise you'll be disappointed! Gave two stars because the service was good.",0
1309,"Un peu avant Noel, mon ami et moi avons un souper longuement et de multiples fois report챕: du BBQ Cor챕en. Maintenant, je commence en disant que ce n'est pas du BBQ Cor챕en authentique selon les fanatiques exag챕r챕s mais on s'en fou.... non non, vraiment on s'en fou! C'est bon? Oui, C'est cher? Non, C'est frais? Oui. Belle carte pas complique, 20-30 choix d'accompagnement pour l'aspect BBQ, des sushis (Je n'en ait pas manger, mais ils ont l'air ok, rien de wow, mais tr챔s hon챗te.) Du Poulet Pop Corn, et quelques autres trucs. Je parle du poulet pop corn parce que c'챕tait d챕licieux. Le prix ? 21.99$ pour un repas a volont챕 et 14.99$ a volont챕 le vendredi soir. VEN-DRE-DI! hey c'est pas l'arnaque du moins cher le mercredi entre 15h et 18h ou une merde du genre. Nah nah nah, toute la soir챕e. Je vais y retourn챕 c'est 100% certain. 

Ah mais comment 챌a marche? Tu prends ta carte, tu mets des num챕ros et une quantit챕 dessus, le/la serveur/se l'am챔ne en moins de 5 minutes, t'as une plaque bbq au centre de la table et tu fais cuir ton lunch.  Tr챔s bon service, rapide et courtois, je le recommande.",0
1310,"Has to be one of the best bars in Korea. Went there on my last night, wish i had found it earlier. Only went for a few drinks. Ended up staying all night. Staff a super friendly and atmosphere is unreal. Great mix of locals and people from all across the world. Amazing range of beer and other drinks.",1
1311,Probably the worst Korean meal I've ever had.. everything was off and yes I'm Korean and have eaten Korean in all the major US cities including Seoul. Worst meal! Don't serve kimchi have to ask for it!!,0
1312,"First thing first night owl special went up to $17.99... I remember when it used to be $10.99... 
Ive been here many times and as usual the service is what I always expected which is bad...
Servers will either ignore you or walk away if you don't raise your hand up to get their attention.
Also lately they don't give everything you order they always limit the side dishes depending on the amount of people sitting.
But with all these things I still come here as I prefer it over Chakos 
Food is what it is I mean its AYCE I'm not expecting good quality meat but its decent
Overall this place is still my late-night goto for KBBQ",0
1313,"Pretty restaurant in the new Kingsley area in Fort Mill. Not busy on a Tuesday night we were seated quickly downstairs. Our waitress was friendly and attentive. I'm giving 3 stars because the appetizers were great but our mains were just okay. We shared the tuna crispy bites, KFC wings and dumplings. The wings were the best part of our meal, hands down. Definitely order those! We ordered a couple of drinks; my blackberry cocktail was delicious. The Collins cucumber/strawberry smash could've been better. Seems like the menu consists of raw tuna, raw salmon, bulgogi beef and pulled pork in different iterations. The tacos were not very flavorful; I wouldn't recommend those. Overall, I wouldn't mind coming back just for the KFC wings alone.",0
1314,The only reason I didn't give Lime Orange five stars is because our soup was not hot. Other than that the food was excellent!,0
1315,We visit this restaurant every time we're in Myeongdong area for a buldak fix. Don't forget to order the cheese. Service could be better but understandle since its not a fine dining restaurant.,1
1316,"Located in a little strip shopping area on Charlotte Pike in West Nashville, Korea House turned out to be a nice surprise. I live between middle TN and Santa Monica, so I travel between the two areas a lot ... often driving. I've had a lot of Korean in LA and Korea House rivals or exceeds many of the restaurants there. The prices are reasonable and the service is good. The decor is nothing special .... just good food. I've been there many times since my first visit and it is a place I'm glad to take visitors or meetings.",0
1317,"Interested to try yoogane after seeing the way they cook the food on our table. But all are chicken menu, and the problem is if we are on the same table, we have to choice 1 menu, maybe because they cook on our table. If you are 3 or 4 people. Then you have to choose one. As a traveler we prefer to try several different foods instead of one choice. Taste is not bad, maybe chicken is not my favorite.",0
1318,"There are now a number of outlets of Yoogane in Myeongdong area but we decided to visit this one instead, finding it to be more spacious with more tables.

Staff speaks simple English and is very friendly and helpful. We ordered 1 non-spicy for the kids and 1 spicy for adults.

The non-spicy portion turned out to be a little salty but the kids loved it. The spicy portion was great and not too hot for Asian level of hotness. We concluded that the spicy one was better compared to the non-spicy one.

We found out that the side bar only after the meal, since the staff didn't explain it to us during order.

Overall we had a pleasant experience with the service and food offered.",1
1319,"I used to eat here ALL the time when it was Takamatsu and loved it!! Then they sold and it got really bad and then worse.... Today we gave it another try and we are glad we did. New interior and the food is at the quality it was before. No sushi though. I had the bulgogi with the little dishes of kimchi and it was great! So happy that this place is picking itself up again. 

4 stars because the tea was bad tasting and no sushi. 

I will be back!! :)


UPDATE: And they have lost another star! You guys are KILLING me!!!! Take Sushi OFF your sign if you are not going to have sushi. Clean out your disgusting tea container! Tea is cheap and there is NO reason to have rotten tea. Clean your table grills! No one wants to sit and look at dried up old food while eating. 

Potato salad in a Bento Box??? WTF!",0
1320,"Seriously the bartender, waiter, host is the owner! His life is this bar, he has picked us up and dropped us off at our hotels after dinner and drinks! This place is awesome, 2 levels of drinking, eating and privacy! Off the beaten path, can’t hear traffic or noise from outside! Great beer selection, Fish and Chip is actually great! Can’t believe I’m saying that but it’s the best in Incheon.
You feel like your at “Cheers” when you are there! Sam Malone would love it!",1
1321,Wife wanted Korean bone soup. Haven't had it in a long time as we can't find it in San Francisco. Looks really authentic. We aren't Korean but we lived in a Korean neighborhood before so Korean soup is like comfort food for the wife. Down to earth restaurant where they play Korean videos on their tv. No subtitles. Have no clue what is showing. Ha Ji Ma!,0
1322,"We ordered Beef Bulgogi which the menu said it had fruits in it. It came just with fried beef and a few pieces of capsicum in it for £9.20. The food gave me a tummy ache after that. The service was appalling. The guy at the counter was on his phone, without a care in the world. He was quite smelly as well.

I will never go that way in my life again. Absolute rip off. I'm sorry to write this, but it was rubbish and waste of money. I don't know how people are putting good reviews on this.",0
1323,"One of the best Korean BBQs I've visited - their bulgogi marinade is absolutely on point, and the kimchi pancake was wonderful.

We ordered the mixed meats set menu for 2 and were treated to a quick overview of how to cook our food (we'd been to a Korean BBQ before so didn't need the full demonstration). Our grill plate was frequently refreshed, and all the meat was absolutely top quality. The pancake appetizer took awhile to come out, but we were given a bowl of amazingly tangy kimchi to make up for the wait - perfect spice, great texture and flavour.

The staff is charming and helpful and the food was perfectly composed.

Finish off your lettuce and sauces? No problem - they'll bring you more right away!

If you enjoy cooking and like to ""play with your food,"" this is a perfect night out. Just be sure to come with an appetite - that set meal for 2 is really enough for 3 or even 4 people!!",1
1324,"Great pub atmosphere. Warren is very friendly and really appreciates his customers. Thanks for the Rugby lesson. Nice relaxing time away from a hotel and the fish and chips were excellent. Really enjoyed the ""Cinder sauce"". Will be back.",1
1325,I took my wife out for dinner at the Korea House Restaurant. Service was very good and the food tasted very good. It's on the expensive side. You'll spend 17-25 per entree and we were a tad disappointed with the fried dumplings. Overall it was a very good experience and we'd return.,1
1326,"Refreshing to find a great bar here! Met great expats. As well as some locals. All great to talk to! Love the Hendricks!!!! And , awesome Ipa on tap..... One of the best I've found.",1
1327,Warren has created magnificent spot here! The g & t's are legendary and quench the thirst supremely on a hot day in the city! The welcome you receive is fantastic and sets up what always follows.... A great social experience! I personally cannot wait to enjoy this bar more and more! A top place to visit!,1
1328,Tonight was my 4th time in Cafe Korea. Seated and ordered our drinks. Ten minutes after party of 12 came in. A lday staff asked me and my husband to moved to another table! Such rude!!!! We went out and will never go there again!!!,0
1329,"Great food, very well served. Only 2 problems is cash only and they don’t bring the good all st the same time.",1
1330,"I’ve always eaten here because I like the ambience of the restaurant. It looks way better than typical restaurant in most China town. I’ve also always loved eating Korean foods so no matter which restaurant I order it from I’m still gonna like it. However, the staff needs more training as they all seemed to be young student girls with no experience in customer service. Once you have your food on your table they don’t ask you anymore whether everything is okay or not. One time I had to call the attention of the waitress for 3 times and she still didn’t come to our table because they were busy (showed they were short of staff too and can’t handle busy shifts). I saw the manager (I assume she is) lowkey telling off the waitress when she didn’t know the name of the food she was serving. There were times too when the food order took so long to arrive on the table and not at the same time. They’ll bring one after the other! (Again, it showed slow service from the kitchen). Like I said I love Korean foods but the service in this restaurant needs improvement. Oh, i was surprised when i saw that they charge you for service charge when you don’t get the service you deserve to get anyway.",1
1331,"I think that for what we pay, Seoul Chako is quite good. The meats are well marinated and seasoned, and there is a good selection. The reason why I only give 3 stars is for 2 main reasons, the first being the service. Last time, we had to ask 4 times for our gril to be changed before it was changed (we waited more than 20 minutes). The restaurants wasn't event that busy when it happened. Also, it happened quite a few times that not all the items we ordered came out. The second reason is the most important I believe. Me and my friends asked for chocolate ice cream. When it came out, I took a spoonfull, and spit it right away; the ice cream tasted like shit. I belive it was expired. 
Would coma again, but will never order chocolate ice cream ever again.",0
1332,"Experienced very bad service there. Hardly anyone came to fry the hot plate and side dishes is the not so popular choices like radish and white cabbage. No kimchi at all.
For that price, we can have 2 big hotpot of Gamjatang and heavy bbq option.",0
1333,I can just give the warmest recommendation to come Cinder Bar whenever you are around Incheon/Songdo. Warren and Sam are without a doubt the best.,1
1334,"Perfect cocktails, perfect beers, perfect music and perfect people! They are the perfect cinder crew with Warren, Hanna, Jimmy, Mijin, Nicole and Sam.. There, I can make music requests and they also have live music! I love this bar xoxo",1
1335,"This was my first experience with Korean food, and I was excited to go since my friends hyped up Miss Korea to me the night before. I have heard of bulgogi and kimchi, and always wanted to try them, so I was looking forward to the trip.

Upon arrival, we were seated at a table for four people (with five of us). The grill also appeared to be broken. It took ten minutes of nervous whispering and attempting to flag down the waiting staff for us to be moved to a bigger table with a working grill.

The ordering felt rushed and we had to send away the waitress as we didn't feel ready, and when she came back we had to rush a decision out of a feeling of awkwardness. I was then told by a friend who had been here before that their kimchi is not authentic at all, and would be a disappointment, so I decided to forego it. The food itself took a really long time to arrive, with the first main arriving close to fifteen minutes before the last. I found the starter (sadly I forgot the name, it looks like a deep fried pancake folded in half over some filling) and my main (bulgogi chicken with veg and rice in a hot stone bowl) generally bland and even a tad sickening in taste. The only redeeming quality of the main was the meat, which was delicious, but scarce. On the other hand, I really enjoyed the beef bulgogi and beer marinated beef that we could grill ourselves. They were absolutely delicious, but too felt like very little meat for £6+ per plate.

As another review points out, the service is terrible. The waiting staff pay no attention to what goes around them (we had to raise our voice to borderline shouting in order to get their attention from a meter away), the two waitresses seem very timid and even scared. Another lady, who appears to be their manager, has a very hostile air about her, made no effort to seem welcoming when talking to us and berated the two girls in the plain view of customers. When they do appear, the waitresses would come to the table, take the utensils and stir the meat on the grill after seeing you do it, before walking off without a word? Empty plates were not taken away from the table through the meal and once again the staff had to be almost shouted to in order to tell them that we would like our bill.

Overall, I wasn't very impressed with the restaurant apart from the novelty of the grill, which I did enjoy. As far as I understand the food isn't very authentic, and isn't a great representation of quality of Korean food. The service is poor and I felt like I overpaid for the little food that I did eat. I told my friends I stopped eating because I had enough and wasn't hungry any more, whichever as true enough, but the cause of that was a lack of appetite, and not a full stomach. The only reason I can see myself coming back to Miss Korea is for the grill meats, and exclusively that.",0
1336,"I love that I can pick my own protein, seasonings, vegetables and starch, and a sauce and someone else cooks. What I don't like is that a small meal and I mean bordering on tiny cost me twelve dollars and some change. Yes it was super delicious. I had Korean Mariano's beef, with salt and garlic seasoning, zucchini, sprouts, mushrooms and snow peas with a pan Asian sauce on rice noodles. The combination was amazing. Regardless that I felt it was pricey I would go back again because it was really good.",0
1337,"BBQ'd meats were delicious (we had the squid and pork). Not rating this a 5 due to mediocre starters and lack of traditional banchan (all the small plates that typically come with a Korean meal). We were also asked if we wanted rice, which I found strange since that's expected with a traditional meal. Service was nice and expedient. Would still gladly return for the delicious flavor of the BBQ!",1
1338,"Cinder is an excellent meeting point for International travellers and residents alike. The beers are carefully selected, the food is excellent and the owner is attentive and engages his customers in conversations. Well worth a visit or two!",1
1339,"Has to be one of the best bars in Korea. Went there on my last night, wish i had found it earlier. Only went for a few drinks. Ended up staying all night. Staff a super friendly and atmosphere is unreal. Great mix of locals and people from all across the world. Amazing range of beer and other drinks.",1
1340,"Nice restaurant, waiter helpful in ordering, we ordered Hot Stone bowl with beef, vegetables and egg yolk this was lovely. Noodles with chicken in a sauce,I was disappointed noodles were nice but chicken was in breadcrumbs with sauce dribbled on top.. Not what I was expecting.Overall it was nice although not real Korean food.",0
1341,"This is one of the famous and always crowded touristy restaurants in Myeong-dong area. Good one to try different Galbi dishes. Done limitations exist like all in the table should order the same type of Galbi as there is only one pan per table.

Anyways a decent place to try Galbi in the famous shopping area of Myeong-dong.",1
1342,"We enjoyed the food, tempura was delicious, comfy chairs. Bibimbap was nice. Good service. Will visit again.",1
1343,"The Cinder Bar is an excellent place to unwind after a hard day at the office, or just a fun place to spend a Saturday afternoon/night meeting new people. Awesome atmosphere, good people, good music, good times!!",1
1344,First of all let me say this is not the most authentic Korean food I have ever eaten but still the food was excellent. The menu though was disappointingly small. Me and my boyfriend got rolls to share and mains. Everything was top quality and tasted amazing. Portions are big enough and we even left food on our plates which we rarely do. Great value for money. The only thing I felt really bad about was that I left the wrong tips which was almost nothing. Other than that I would revisit definitely.,0
1345,"Cheapest korean bbq place I've seen in a while. You can to choose what kind of meats you order for different prices. $23.99 includes beef, beef ribs, pork, chicken, red sausage, salmon, fish fillets, and squid + the usual sides. If you want vegetables it's an extra $3. Also dessert options are limited and cost extra as well.

The food is decent once cooked and dipped into soya sauce. The quality however is not the best. Half the dishes were frozen when brought out and my husband had a hard time separating the pieces.",0
1346,"I was so excited when I walked in this restaurant that I'd eaten in before, it was like walking into a Japanese / Korean house. (Everyone thinks Japanese homes are like Zen Gardens,HA !) it was very cozy with many things everywhere, on the walls, on all the surfaces, on shelves, everywhere. So my thought was, ah new management, new cook. Alas, new does no mean better. This restaurant changes hands frequently, but seems never to rise above mediocre.
The owner-cook is very pleasant and capable, not sure how he'd handle a big rush with a complex order. But he was fine tonight.
The food was fine, just not really good, not special tasting.",1
1347,"We were excited to find Korean barbecue place in Edinburgh. It was super busy with no available tables on the moment we went, but waiter kindly asked us to wait for 10-15 minutes. Finally we got our table and happily ordered beef bbq set for two. Unfortunately, it doesn’t come with lots of little additional dishes as in South Korea does, but one has to order for extra fee. Our bulgogi tasted well, but it wasn’t that authentic though. For me the highlight was kimchi, that tasted very different from packaged ones. Waiters were quick and polite, thumbs up for them. Also it felt a bit expensive for what you get. Oh, and bare in mind your clothes will be soaked with smelly smoke for days, as everyone is grilling it’s own meat and there are no smoke extractors, unfortunately.",0
1348,"I frequent a Korean joint that I absolutely LOVE near home, so when other patrons there mentioned the Golden Pig I had to make a point to stop in.  
Of course I'm comparing the 2 directly and this place was good but not nearly as good as Chongs. I ordered the exact same meal that I normally would: Bulgogi (marinated beef), veggie pancake & Bimbap (seaweed roll). 
The layers of flavors are good and if you've never had Korean food you really should change that.  The thing I missed here were the dipping sauces and different textures between fresh and cooked veggies served along with the Bulgogi that I'm used to. 
They clearly use the same seasonings but different cooking methods, the bulgogi seemed soft & soupy, as if it's prepared in a slow cooker. Flavor was good, just a really tender texture that I didn't expect. 
Golden Pig is a bit pricey in comparison at $54 for lunch where I'd normally pay $28 for the same order at my local joint.  I don't think I'll return, however you should at least try it. 
There are 2 tables and maybe 4 stools at the counter so be prepared to wait on a table or just order to go. One little Korean lady running the whole show,  so clean your own table, get your own drinks & silverware. Make yourself right at home.",0
1349,Came here with a friend who has lived in Korea and loves his Korean food. The restaurant is small and simply decorated. The food is very good and I certainly enjoyed all the side dishes as well as my main dish of rich and vegetable.,1
1350,"I had ordered online from Grubhub from this location in the past and it was really good. However, I had decided to come with a friend and eat at the restaurant and it was really disappointing. The staff was really nice but the food was pretty bad. I got the spicy bbq chicken meal and the chicken was really, really bad. The chicken tasted rancid. The price was okay for a few chicken wings, fries, and a drink but stay away from the spicy bbq sauce or if you do get it, get it on the side!",0
1351,I'm Korean and I came to Scotland for a holiday. this is easily the best Korean/Japanese restaurant in Edinburgh because they make real authentic Korean dishes. Made me feel like I was home in Korea hehe,1
1352,"We came across Yoogane a few times walking up and down the market area and decided to google it back at the hotel before visiting since we saw a lot of people queuing to go in, not realising that it was one of the must try places.
Please note that if you're looking for top service then this may not be the correct place for you. It's an establishment to enjoy the atmosphere of the galbi being cooked in front of you.
We waited for about 10/15 minutes and eventually got seated, table still being half cleaned as we sat down. Had a more older waitress waiting us, she tried her best to explain to us how it worked but communication barrier broke down a bit and not to her fault. We chose the standard chicken galbi and ordered additional rice to go with it.
Everything arrived pretty quick and was soon on the fire cooking, the service staff must rotate in the tables since we didn't really see the original waitress again. You're able to stir the ingredients yourself or the staff will come around periodically doing it. Either way, it can be fun so enjoy it.
Once cooked we were asked if we wanted the rice added in as well. Note, the rice is supposed to be added after you've eaten some of it and not added in straight when the cheese, chicken and veg is cooked. The new waiter that's come to our table asked if we wanted, but didn't advise that it should be done after. Only knowing after it was added, its meant to be cooked with the left overs to soak up the remaining flavours on the palate.

Overall a decent visit but a smelly one, was nice but would go back to eat it properly next time. Be prepared for your clothes to smell after so wear something that you're prepared to go without for the remaining trip.",1
1353,"Ordered take out so this review is in the food but daaaayyyyyuuuuuummmmmmmmmm brrruuuhhhhh I was against eating Korean fried chicken because I'm more of a Popeyes or bojangles person but my girlfriend insisted we eat there because she swears it amazing so to prove her wrong I went along with it but I was wrong. Babe if you're reading this you are correct this place is the shit I'm so happy I tried it. Definitely my new favorite fried chicken place. Garlic soy chicken wing on point. 

Edit: Second time coming here was not so good to be honest, it wasn't that busy but my food took a while and when I received it the wings I don't want to say it wasn't cooked because chicken inside was good but the outside was soggy and doughy. Consistency is huge for me so I just removed one star till I go a third time see what happens. Everyone has a off day can't blame them",0
1354,"Good food and quick service, the only thing to note is that they don't take card payments. There is a cash point nearby but it's worth knowing. I'd go back to try another dish from the menu. It's a 5 minute walk from Victoria station.",0
1355,"I have been to this bar twice and every time there were plenty of people, especially foreigners. The service is good and the quality of the products also.",1
